ID_Prestamo,ID_Cliente,Nombre_Cliente,Apellido_Cliente,Lugar_Trabajo,Ciudad,Region,Latitud,Longitud,Monto_Prestamo,Tasa_Interes_Anual,Garantia,Valor_Garantia,Fecha_Inicio,Fecha_Termino,Monto_Pagado,Saldo_Pendiente,Estado_Pago,Tiempo en Meses del prest,Tiempo_del_Prestamo,Tiene_Atrasos,Estado
900,87,María,Torres,Empresa H,Puerto Plata,Cibao Norte,19.793,-70.6884,38433.61,11.34,Instrumentos Musicales,80000,8/16/2023,8/16/2024,12199.25,26234.36,Pendiente,10,"1 año, 10 meses, 13 días",No,Normal (OK)
901,32,Javier,González,Empresa S,La Vega,Cibao Norte,19.2239,-70.5293,47369.03,14.28,Muebles,90000,4/9/2020,8/9/2021,10612.65,36756.38,Atrasado,50,"4 años, 2 meses, 7 días",Sí,En Legal
902,26,Marta,Ortega,Empresa O,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,5478.04,14.43,Herramientas,60000,8/4/2023,5/4/2025,6268.52,0,Pagado,10,"1 año, 10 meses, 25 días",No,Normal (OK)
903,97,Gabriela,Torres,Empresa T,Santa Cruz de Barahona,Sur,18.2085,-71.1001,33245.56,10.11,Instrumentos Musicales,80000,3/1/2022,3/1/2024,36606.69,0,Pagado,27,"2 años, 3 meses, 6 días",No,Normal (OK)
904,24,Valentina,Flores,Empresa X,Puerto Plata,Cibao Norte,19.793,-70.6884,24107.61,6.07,Electrónica,75000,11/5/2023,4/5/2026,8010.84,16096.77,Pendiente,7,"1 año, 7 meses, 22 días",No,Normal (OK)
905,86,Lucía,Ramírez,Empresa L,Azua,Sur,18.4544,-70.7292,39903.6,14.65,Inventario,120000,4/25/2021,5/25/2022,45749.48,0,Pagado,38,"3 años, 2 meses, 16 días",No,Normal (OK)
906,153,Sofía,Peralta,Empresa E,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,1738.1,6.94,Muebles,90000,8/31/2022,9/30/2023,108.88,1629.22,Atrasado,22,"2 años, 10 meses, 3 días",Sí,En Legal
907,192,Sofía,Ortega,Empresa O,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,18218.71,13.11,Equipo Informático,150000,3/5/2022,7/5/2023,2754.83,15463.88,Atrasado,27,"2 años, 3 meses, 2 días",Sí,En Legal
908,63,María,Hernández,Empresa G,Jarabacoa,Cibao Norte,19.1199,-70.6483,7129.67,13.72,Libros,2000,10/11/2022,8/11/2023,4479.9,2649.77,Atrasado,20,"2 años, 8 meses, 22 días",Sí,En Legal
909,12,María,Cruz,Empresa G,Cotuí,Cibao Norte,19.0595,-70.1515,40548.41,14.72,Plantas,1000,10/9/2023,8/9/2024,46517.14,0,Pagado,8,"1 año, 8 meses, 19 días",No,Normal (OK)
910,21,Carlos,Martínez,Empresa R,Santa Cruz de Barahona,Sur,18.2085,-71.1001,41223.11,5.48,Oro,100000,8/23/2021,3/23/2022,43482.14,0,Pagado,34,"3 años, 10 meses, 16 días",No,Normal (OK)
911,46,Isabel,Cruz,Empresa X,Mao,Noroeste,19.5576,-71.0777,17550.74,5.61,Libros,2000,12/7/2022,10/7/2023,547.15,17003.59,Atrasado,18,"2 años, 6 meses, 25 días",Sí,En Legal
912,93,Marta,Cruz,Empresa S,San Pedro de Macorís,Este,18.4534,-69.3067,13503.9,8.79,Oro,100000,10/10/2023,8/10/2024,14690.89,0,Pagado,8,"1 año, 8 meses, 18 días",No,Normal (OK)
913,70,Diego,Flores,Empresa O,San Juan de la Maguana,Sur,18.8061,-71.2296,23311.7,8.7,Herramientas,60000,7/23/2023,10/23/2025,5684.96,17626.74,Pendiente,11,"1 año, 11 meses, 7 días",No,Normal (OK)
914,16,Laura,Cruz,Empresa O,Santa Cruz de Barahona,Sur,18.2085,-71.1001,44371.41,5.51,Colecciones,100000,4/16/2022,8/16/2023,11099.62,33271.79,Atrasado,26,"2 años, 2 meses, 20 días",Sí,En Legal
915,102,María,Sánchez,Empresa E,Baní,Sur,18.2866,-70.3313,31964.66,7.53,Inventario,120000,12/2/2023,4/2/2025,34371.6,0,Pagado,6,"1 año, 6 meses, 25 días",No,Normal (OK)
916,125,Diego,Peralta,Empresa B,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,30918.98,8.55,Vehículo,200000,2/25/2023,3/25/2025,5347.87,25571.11,Pendiente,16,"1 año, 4 meses, 5 días",No,Normal (OK)
917,135,Carlos,Sánchez,Empresa J,La Vega,Cibao Norte,19.2239,-70.5293,9697.26,5.15,Mascotas,3000,9/10/2022,3/10/2025,5671.51,4025.75,Pendiente,21,"2 años, 9 meses, 23 días",No,Normal (OK)
918,64,Diego,Mendoza,Empresa J,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,45771.38,5.45,Electrónica,75000,6/28/2020,10/28/2021,29948.34,15823.04,Atrasado,48,"4 años, 17 días",Sí,En Legal
919,163,Pedro,Mendoza,Empresa H,El Seibo,Este,18.7649,-69.0386,9857.56,11.77,Bienes Raíces,30000,8/18/2020,2/18/2022,6667.32,3190.24,Atrasado,46,"4 años, 10 meses, 26 días",Sí,En Legal
920,159,Gabriela,Luna,Empresa E,El Seibo,Este,18.7649,-69.0386,11167.89,7.62,Herramientas,60000,7/23/2022,4/23/2023,12018.88,0,Pagado,23,"2 años, 11 meses, 12 días",No,Normal (OK)
921,150,María,Peralta,Empresa K,Cotuí,Cibao Norte,19.0595,-70.1515,44593.84,14.39,Mascotas,3000,11/6/2020,10/6/2022,51010.89,0,Pagado,43,"4 años, 7 meses, 6 días",No,Normal (OK)
922,105,Marta,Flores,Empresa H,Santo Domingo,Metropolitana,18.4861,-69.9312,30534.66,5.15,Oro,100000,9/16/2022,3/16/2025,16837.8,13696.86,Pendiente,21,"2 años, 9 meses, 17 días",No,Normal (OK)
923,101,Ricardo,Díaz,Empresa T,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,16717.27,8.04,Instrumentos Musicales,80000,1/10/2023,4/10/2024,1583.52,15133.75,Atrasado,17,"1 año, 5 meses, 21 días",Sí,En Acuerdo de Pago
924,28,María,López,Empresa A,San Juan de la Maguana,Sur,18.8061,-71.2296,49916.65,6.83,Oro,100000,3/28/2021,11/28/2022,53325.96,0,Pagado,39,"3 años, 3 meses, 14 días",No,Normal (OK)
925,132,Sofía,Santos,Empresa D,Moca,Cibao Norte,19.4054,-70.526,38118.73,9.24,Joyas,80000,9/19/2020,9/19/2021,38100.7,18.03,Atrasado,45,"4 años, 9 meses, 24 días",Sí,En Legal
926,101,Ricardo,Díaz,Empresa T,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,49789.31,8.84,Joyas,80000,8/28/2020,12/28/2022,54190.69,0,Pagado,46,"4 años, 10 meses, 16 días",No,Normal (OK)
927,143,Gabriela,Martínez,Empresa E,Samaná,Noreste,19.2126,-69.332,31847.39,12.61,Plantas,1000,1/4/2020,6/4/2022,16166.95,15680.44,Atrasado,53,"4 años, 5 meses, 13 días",Sí,En Legal
928,103,Diego,Luna,Empresa W,Santo Domingo,Metropolitana,18.4861,-69.9312,7424.01,8.97,Instrumentos Musicales,80000,7/8/2021,4/8/2023,5472.16,1951.85,Atrasado,35,"3 años, 11 meses, 2 días",Sí,En Legal
929,105,Marta,Flores,Empresa H,Santo Domingo,Metropolitana,18.4861,-69.9312,14556.49,11.52,Vehículo,200000,9/9/2023,6/9/2024,13234.87,1321.62,Atrasado,9,"1 año, 9 meses, 19 días",Sí,En Acuerdo de Pago
930,29,Isabel,Peralta,Empresa U,Sabana de la Mar,Este,19.061,-69.3707,22971.74,6.82,Libros,2000,9/21/2021,2/21/2024,14658.01,8313.73,Atrasado,33,"3 años, 9 meses, 17 días",Sí,En Legal
931,195,Alejandra,Ramírez,Empresa P,Mao,Noroeste,19.5576,-71.0777,3806.74,10.73,Ropa,5000,10/22/2021,12/22/2023,2387.9,1418.84,Atrasado,32,"3 años, 8 meses, 16 días",Sí,En Legal
932,109,Roberto,Díaz,Empresa Z,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,42693.68,13.56,Joyas,80000,5/8/2021,7/8/2023,26219.3,16474.38,Atrasado,37,"3 años, 1 mes, 3 días",Sí,En Legal
933,153,Sofía,Peralta,Empresa E,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,8646.23,9.9,Arte,200000,3/10/2021,4/10/2022,1740.11,6906.12,Atrasado,39,"3 años, 3 meses, 2 días",Sí,En Legal
934,107,Valentina,Cruz,Empresa J,Monte Plata,Este,18.8076,-69.7844,30317.5,13.46,Equipo Informático,150000,7/10/2022,7/10/2023,34398.24,0,Pagado,23,"2 años, 11 meses, 25 días",No,Normal (OK)
935,2,Isabel,González,Empresa P,Dajabón,Noroeste,19.5477,-71.7069,37674.24,11.91,Automóvil,150000,3/10/2022,5/10/2023,3655.13,34019.11,Atrasado,27,"2 años, 3 meses, 27 días",Sí,En Legal
936,128,Luis,Rodríguez,Empresa K,Bonao,Cibao Norte,18.9427,-70.4094,14652.07,8.49,Electrodomésticos,50000,4/17/2023,3/17/2025,15896.03,0,Pagado,14,"1 año, 2 meses, 14 días",No,Normal (OK)
937,163,Pedro,Mendoza,Empresa H,El Seibo,Este,18.7649,-69.0386,3439.73,13.27,Oro,100000,4/27/2020,8/27/2021,1628.86,1810.87,Atrasado,50,"4 años, 2 meses, 19 días",Sí,En Legal
938,187,Andrés,Sánchez,Empresa K,Pedernales,Suroeste,18.0374,-71.7414,12383.39,13,Colecciones,100000,2/19/2020,5/19/2022,952.91,11430.48,Atrasado,52,"4 años, 4 meses, 27 días",Sí,En Legal
939,53,Roberto,López,Empresa Q,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,9899.12,14.79,Inventario,120000,8/18/2020,6/18/2022,9509.24,389.88,Atrasado,46,"4 años, 10 meses, 26 días",Sí,En Legal
940,181,Ricardo,Ortega,Empresa V,Nagua,Noreste,19.3764,-69.8474,4100.81,14.25,Colecciones,100000,6/15/2023,8/15/2025,4685.18,0,Pagado,12,"1 año, 15 días",No,Normal (OK)
941,148,Fernando,Cruz,Empresa O,Moca,Cibao Norte,19.4054,-70.526,46407.63,14.38,Automóvil,150000,1/19/2023,8/19/2023,30532.48,15875.15,Atrasado,17,"1 año, 5 meses, 12 días",Sí,En Legal
942,29,Isabel,Peralta,Empresa U,Sabana de la Mar,Este,19.061,-69.3707,4000.65,5.46,Propiedad,250000,4/25/2023,11/25/2023,4219.09,0,Pagado,14,"1 año, 2 meses, 6 días",No,Normal (OK)
943,64,Diego,Mendoza,Empresa J,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,3576,14.35,Electrónica,75000,5/5/2022,3/5/2024,4089.16,0,Pagado,25,"2 años, 1 mes, 1 día",No,Normal (OK)
944,16,Laura,Cruz,Empresa O,Santa Cruz de Barahona,Sur,18.2085,-71.1001,49053.15,8.8,Arte,200000,3/27/2023,8/27/2025,53369.83,0,Pagado,15,"1 año, 3 meses, 5 días",No,Normal (OK)
945,53,Roberto,López,Empresa Q,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,48128.74,8.96,Libros,2000,3/1/2020,10/1/2020,52441.08,0,Pagado,51,"4 años, 3 meses, 16 días",No,Normal (OK)
946,69,Roberto,Rojas,Empresa U,Salvaleón de Higüey,Este,18.615,-68.7076,6246.36,13.86,Colecciones,100000,7/27/2022,4/27/2023,2484.81,3761.55,Atrasado,23,"2 años, 11 meses, 8 días",Sí,En Legal
947,101,Ricardo,Díaz,Empresa T,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,24970.04,10.99,Joyas,80000,6/6/2022,7/6/2023,27714.25,0,Pagado,24,"2 años, 29 días",No,Normal (OK)
948,1,Alejandra,González,Empresa Z,Santo Domingo,Metropolitana,18.4861,-69.9312,25522.75,13.78,Ropa,5000,7/23/2023,4/23/2024,8562.95,16959.8,Atrasado,11,"1 año, 11 meses, 7 días",Sí,En Acuerdo de Pago
949,184,Diego,Flores,Empresa D,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,40551.6,7.45,Bienes Raíces,30000,3/3/2020,4/3/2021,35448.75,5102.85,Atrasado,51,"4 años, 3 meses, 14 días",Sí,En Legal
950,156,Sofía,Peralta,Empresa U,Monte Cristi,Noroeste,19.8676,-71.6505,14351.77,14.64,Vehículo,200000,4/19/2023,5/19/2024,3384.19,10967.58,Atrasado,14,"1 año, 2 meses, 12 días",Sí,En Acuerdo de Pago
951,125,Diego,Peralta,Empresa B,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,7735.18,5.08,Vehículo,200000,11/5/2021,3/5/2024,1929.49,5805.69,Atrasado,31,"3 años, 7 meses, 2 días",Sí,En Acuerdo de Pago
952,186,Lucía,Mendoza,Empresa M,San Juan de la Maguana,Sur,18.8061,-71.2296,10289.66,10.89,Equipo Informático,150000,5/24/2023,9/24/2024,1166.01,9123.65,Pendiente,13,"1 año, 1 mes, 7 días",No,Normal (OK)
953,43,Juan,González,Empresa Z,Neiba,Suroeste,18.4884,-71.4197,10452.68,8.11,Herramientas,60000,7/16/2020,2/16/2022,11300.39,0,Pagado,47,"4 años, 11 meses, 29 días",No,Normal (OK)
954,186,Lucía,Mendoza,Empresa M,San Juan de la Maguana,Sur,18.8061,-71.2296,14696.36,6.11,Oro,100000,12/26/2020,4/26/2022,9339.84,5356.52,Atrasado,42,"4 años, 6 meses, 16 días",Sí,En Legal
955,140,María,Cruz,Empresa D,Sabana de la Mar,Este,19.061,-69.3707,24059.62,10.55,Mascotas,3000,4/11/2021,9/11/2023,26597.91,0,Pagado,38,"3 años, 2 meses, 0 día",No,Normal (OK)
956,15,Alejandra,Sánchez,Empresa B,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,43634.17,14.74,Herramientas,60000,1/12/2020,4/12/2021,42563.61,1070.56,Atrasado,53,"4 años, 5 meses, 5 días",Sí,En Legal
957,192,Sofía,Ortega,Empresa O,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,21056.44,8.86,Vehículo,200000,7/1/2022,11/1/2023,22922.04,0,Pagado,23,"2 años, 11 meses, 4 días",No,Normal (OK)
958,117,Ricardo,Martínez,Empresa S,Sabana de la Mar,Este,19.061,-69.3707,19375.59,6.9,Colecciones,100000,6/10/2022,11/10/2024,20712.51,0,Pagado,24,"2 años, 25 días",No,Normal (OK)
959,104,Roberto,Torres,Empresa I,Salvaleón de Higüey,Este,18.615,-68.7076,17102.82,12.79,Herramientas,60000,2/6/2023,7/6/2024,19290.27,0,Pagado,16,"1 año, 4 meses, 24 días",No,Normal (OK)
960,166,Ricardo,Rodríguez,Empresa Q,La Romana,Este,18.4274,-68.9729,29780.76,9.5,Arte,200000,2/5/2022,12/5/2022,24997.39,4783.37,Atrasado,28,"2 años, 4 meses, 0 día",Sí,En Legal
961,198,Valentina,Luna,Empresa S,San Juan de la Maguana,Sur,18.8061,-71.2296,25577.92,7.14,Ropa,5000,9/29/2021,5/29/2022,27404.18,0,Pagado,33,"3 años, 9 meses, 9 días",No,Normal (OK)
962,45,Juan,Ortega,Empresa Z,San Cristóbal,Sur,18.4161,-70.1098,23546.08,6.56,Ropa,5000,7/21/2023,11/21/2025,11335.12,12210.96,Pendiente,11,"1 año, 11 meses, 9 días",No,Normal (OK)
963,15,Alejandra,Sánchez,Empresa B,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,32089.42,11.07,Joyas,80000,4/8/2020,4/8/2022,9070.4,23019.02,Atrasado,50,"4 años, 2 meses, 8 días",Sí,En Legal
964,161,Javier,Díaz,Empresa A,Samaná,Noreste,19.2126,-69.332,20101.43,10.31,Automóvil,150000,5/23/2021,4/23/2022,22173.89,0,Pagado,37,"3 años, 1 mes, 18 días",No,Normal (OK)
965,159,Gabriela,Luna,Empresa E,El Seibo,Este,18.7649,-69.0386,12303.55,7.96,Plantas,1000,10/23/2022,1/23/2024,13282.91,0,Pagado,20,"2 años, 8 meses, 10 días",No,Normal (OK)
966,35,Alejandra,Peralta,Empresa W,Monte Plata,Este,18.8076,-69.7844,49751.38,11.83,Inventario,120000,2/3/2022,12/3/2022,55636.97,0,Pagado,28,"2 años, 4 meses, 2 días",No,Normal (OK)
967,30,Juan,Gómez,Empresa S,Puerto Plata,Cibao Norte,19.793,-70.6884,8811.7,14.58,Equipo Informático,150000,10/11/2021,5/11/2022,2638.69,6173.01,Atrasado,32,"3 años, 8 meses, 27 días",Sí,En Legal
968,160,Gabriela,Ramírez,Empresa D,Salcedo,Cibao Norte,19.3827,-70.4165,40524.15,12.76,Herramientas,60000,3/31/2023,1/31/2024,45695.03,0,Pagado,15,"1 año, 3 meses, 1 día",No,Normal (OK)
969,112,Marta,Santos,Empresa O,Jarabacoa,Cibao Norte,19.1199,-70.6483,48153.64,8.81,Muebles,90000,8/25/2020,11/25/2022,52395.98,0,Pagado,46,"4 años, 10 meses, 19 días",No,Normal (OK)
970,37,Fernando,Luna,Empresa E,Jimaní,Suroeste,18.4911,-71.8501,22101.61,8.74,Colecciones,100000,8/31/2023,2/28/2025,10739.06,11362.55,Pendiente,10,"1 año, 10 meses, 28 días",No,Normal (OK)
971,87,María,Torres,Empresa H,Puerto Plata,Cibao Norte,19.793,-70.6884,41135.49,8.66,Electrodomésticos,50000,4/30/2020,6/30/2021,44697.82,0,Pagado,50,"4 años, 2 meses, 16 días",No,Normal (OK)
972,48,Valentina,Mendoza,Empresa I,Pedernales,Suroeste,18.0374,-71.7414,37223.63,13.04,Arte,200000,7/28/2023,3/28/2025,14951.44,22272.19,Pendiente,11,"1 año, 11 meses, 2 días",No,Normal (OK)
973,85,Juan,Hernández,Empresa A,Monte Cristi,Noroeste,19.8676,-71.6505,35902.56,5.15,Muebles,90000,7/7/2022,12/7/2024,35473.19,429.37,Pendiente,23,"2 años, 11 meses, 28 días",No,Normal (OK)
974,156,Sofía,Peralta,Empresa U,Monte Cristi,Noroeste,19.8676,-71.6505,6821.97,10.13,Electrodomésticos,50000,12/28/2023,9/28/2025,560.32,6261.65,Pendiente,6,"1 año, 6 meses, 29 días",No,Normal (OK)
975,141,Ricardo,Mendoza,Empresa P,Monte Cristi,Noroeste,19.8676,-71.6505,31349.41,11.66,Arte,200000,3/10/2022,11/10/2023,35004.75,0,Pagado,27,"2 años, 3 meses, 27 días",No,Normal (OK)
976,195,Alejandra,Ramírez,Empresa P,Mao,Noroeste,19.5576,-71.0777,35973.48,8.65,Instrumentos Musicales,80000,3/19/2023,5/19/2025,20871.16,15102.32,Pendiente,15,"1 año, 3 meses, 13 días",No,Normal (OK)
977,26,Marta,Ortega,Empresa O,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,5121.23,12.12,Electrodomésticos,50000,5/27/2021,6/27/2023,4798.34,322.89,Atrasado,37,"3 años, 1 mes, 14 días",Sí,En Legal
978,118,Ricardo,Peralta,Empresa R,Sabana de la Mar,Este,19.061,-69.3707,3023.94,5.62,Plantas,1000,5/14/2023,12/14/2023,2404.22,619.72,Atrasado,13,"1 año, 1 mes, 17 días",Sí,En Legal
979,143,Gabriela,Martínez,Empresa E,Samaná,Noreste,19.2126,-69.332,25874.17,9.76,Libros,2000,12/24/2023,9/24/2025,7060.75,18813.42,Pendiente,6,"1 año, 6 meses, 3 días",No,Normal (OK)
980,50,Ricardo,Ortega,Empresa P,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,7123.92,7.87,Automóvil,150000,7/11/2022,12/11/2023,7684.57,0,Pagado,23,"2 años, 11 meses, 24 días",No,Normal (OK)
981,25,Lucía,Torres,Empresa W,Samaná,Noreste,19.2126,-69.332,30338.37,14.18,Colecciones,100000,11/13/2021,11/13/2022,34640.35,0,Pagado,31,"3 años, 7 meses, 24 días",No,Normal (OK)
982,36,Lucía,Pérez,Empresa U,San Juan de la Maguana,Sur,18.8061,-71.2296,1453.62,9.35,Arte,200000,3/10/2022,1/10/2024,1589.53,0,Pagado,27,"2 años, 3 meses, 27 días",No,Normal (OK)
983,154,Marta,González,Empresa T,Hato Mayor del Rey,Este,18.7647,-69.2574,4361.79,14.58,Automóvil,150000,11/25/2020,8/25/2022,4997.74,0,Pagado,43,"4 años, 7 meses, 17 días",No,Normal (OK)
984,151,Juan,González,Empresa X,Neiba,Suroeste,18.4884,-71.4197,28735.14,11.29,Electrónica,75000,12/24/2021,4/24/2023,31979.34,0,Pagado,30,"3 años, 6 meses, 13 días",No,Normal (OK)
985,152,Carlos,Hernández,Empresa Q,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,25234.04,8.1,Bienes Raíces,30000,4/4/2023,9/4/2025,27278,0,Pagado,14,"1 año, 2 meses, 27 días",No,Normal (OK)
986,13,Gabriela,Rodríguez,Empresa M,Santa Cruz de Barahona,Sur,18.2085,-71.1001,49964.97,12.94,Oro,100000,12/20/2023,2/20/2025,48129.66,1835.31,Pendiente,6,"1 año, 6 meses, 7 días",No,Normal (OK)
987,36,Lucía,Pérez,Empresa U,San Juan de la Maguana,Sur,18.8061,-71.2296,6270.87,5.32,Mascotas,3000,7/19/2021,7/19/2023,6604.48,0,Pagado,35,"3 años, 11 meses, 21 días",No,Normal (OK)
988,179,Luis,Pérez,Empresa I,Hato Mayor del Rey,Este,18.7647,-69.2574,49854.95,7.78,Colecciones,100000,8/27/2021,12/27/2023,30824.54,19030.41,Atrasado,34,"3 años, 10 meses, 12 días",Sí,En Legal
989,177,Valentina,Rodríguez,Empresa W,San Juan de la Maguana,Sur,18.8061,-71.2296,42453,8.65,Libros,2000,5/3/2020,8/3/2021,16411.71,26041.29,Atrasado,49,"4 años, 1 mes, 13 días",Sí,En Legal
990,30,Juan,Gómez,Empresa S,Puerto Plata,Cibao Norte,19.793,-70.6884,35942.37,6.07,Arte,200000,9/3/2021,3/3/2023,34908.65,1033.72,Atrasado,33,"3 años, 9 meses, 5 días",Sí,En Legal
991,198,Valentina,Luna,Empresa S,San Juan de la Maguana,Sur,18.8061,-71.2296,23985.98,11.03,Electrodomésticos,50000,3/10/2022,6/10/2024,26631.63,0,Pagado,27,"2 años, 3 meses, 27 días",No,Normal (OK)
992,109,Roberto,Díaz,Empresa Z,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,46049.81,14.47,Joyas,80000,1/28/2020,2/28/2021,52713.22,0,Pagado,53,"4 años, 5 meses, 19 días",No,Normal (OK)
993,95,Ricardo,Hernández,Empresa P,Barahona,Sur,18.2085,-71.1001,34765.82,5.14,Oro,100000,8/23/2023,4/23/2025,36552.78,0,Pagado,10,"1 año, 10 meses, 6 días",No,Normal (OK)
994,32,Javier,González,Empresa S,La Vega,Cibao Norte,19.2239,-70.5293,24019.83,14.48,Libros,2000,8/2/2023,11/2/2024,27497.9,0,Pagado,10,"1 año, 10 meses, 27 días",No,Normal (OK)
995,79,Alejandra,Mendoza,Empresa X,Higuey,Este,18.615,-68.7076,36855.07,13.01,Equipo Informático,150000,10/4/2023,1/4/2025,30907.73,5947.34,Pendiente,8,"1 año, 8 meses, 24 días",No,Normal (OK)
996,35,Alejandra,Peralta,Empresa W,Monte Plata,Este,18.8076,-69.7844,36107.62,13.15,Electrodomésticos,50000,1/10/2021,5/10/2022,40855.77,0,Pagado,41,"3 años, 5 meses, 1 día",No,Normal (OK)
997,55,Valentina,Pérez,Empresa D,Salvaleón de Higüey,Este,18.615,-68.7076,19114.74,6.14,Joyas,80000,3/23/2023,8/23/2024,20288.39,0,Pagado,15,"1 año, 3 meses, 9 días",No,Normal (OK)
998,177,Valentina,Rodríguez,Empresa W,San Juan de la Maguana,Sur,18.8061,-71.2296,42899.29,9.65,Ropa,5000,9/20/2022,6/20/2023,47039.07,0,Pagado,21,"2 años, 9 meses, 13 días",No,Normal (OK)
999,137,Andrés,Flores,Empresa C,Bonao,Cibao Norte,18.9427,-70.4094,14374.88,8.2,Mascotas,3000,9/12/2023,12/12/2025,15553.62,0,Pagado,9,"1 año, 9 meses, 16 días",No,Normal (OK)
1000,80,Pedro,Ramírez,Empresa M,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,11858.05,8.19,Equipo Informático,150000,11/18/2023,11/18/2025,9839.42,2018.63,Pendiente,7,"1 año, 7 meses, 9 días",No,Normal (OK)
1001,153,Sofía,Peralta,Empresa E,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,45000,12.94,Herramientas,60000,3/13/2024,12/13/2025,50823,0,Pagado,3,"3 meses, 13 días",No,Normal (OK)
1002,67,Juan,Cruz,Empresa D,Bonao,Cibao Norte,18.9427,-70.4094,22500,13.71,Bienes Raíces,30000,3/26/2024,10/26/2024,25584.75,0,Pagado,3,"3 meses, 0 día",No,Normal (OK)
1003,11,Gabriela,Díaz,Empresa F,Nagua,Noreste,19.3764,-69.8474,60000,13.45,Joyas,80000,1/5/2024,11/5/2025,68070,0,Pagado,5,"5 meses, 21 días",No,Normal (OK)
1004,51,Juan,Cruz,Empresa I,Nagua,Noreste,19.3764,-69.8474,60000,8.87,Instrumentos Musicales,80000,3/11/2024,12/11/2025,52319.39,7680.61,Pendiente,3,"3 meses, 15 días",No,Normal (OK)
1005,58,Andrés,Flores,Empresa B,San Pedro de Macorís,Este,18.4534,-69.3067,3750,8.99,Ropa,5000,3/15/2024,8/15/2026,4087.13,0,Pagado,3,"3 meses, 11 días",No,Normal (OK)
1006,112,Marta,Santos,Empresa O,Jarabacoa,Cibao Norte,19.1199,-70.6483,112500,13.89,Equipo Informático,150000,5/11/2024,7/11/2026,103405.67,9094.33,Pendiente,1,"1 mes, 14 días",No,Normal (OK)
1007,102,María,Sánchez,Empresa E,Baní,Sur,18.2866,-70.3313,135000,7.74,Maquinaria,180000,3/2/2024,9/2/2025,2379.52,132620.48,Pendiente,3,"3 meses, 24 días",No,Normal (OK)
1008,95,Ricardo,Hernández,Empresa P,Barahona,Sur,18.2085,-71.1001,22500,9.36,Bienes Raíces,30000,4/16/2024,7/16/2025,24606,0,Pagado,2,"2 meses, 9 días",No,Normal (OK)
1009,177,Valentina,Rodríguez,Empresa W,San Juan de la Maguana,Sur,18.8061,-71.2296,22500,11.83,Bienes Raíces,30000,4/27/2024,1/27/2025,3364.91,19135.09,Pendiente,2,"2 meses, 28 días",No,Normal (OK)
1010,7,Marta,Mendoza,Empresa H,Jimaní,Suroeste,18.4911,-71.8501,37500,13.29,Electrodomésticos,50000,3/15/2024,5/15/2025,42483.75,0,Pagado,3,"3 meses, 11 días",No,Normal (OK)
1011,14,Pedro,Cruz,Empresa A,Jimaní,Suroeste,18.4911,-71.8501,2250,12.36,Mascotas,3000,5/15/2024,2/15/2025,33.47,2216.53,Pendiente,1,"1 mes, 10 días",No,Normal (OK)
1012,119,Laura,López,Empresa O,San Juan de la Maguana,Sur,18.8061,-71.2296,45000,9.61,Herramientas,60000,5/18/2024,4/18/2026,7189.39,37810.61,Pendiente,1,"1 mes, 7 días",No,Normal (OK)
1013,53,Roberto,López,Empresa Q,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,3750,13.75,Ropa,5000,1/28/2024,10/28/2024,4265.63,0,Pagado,5,"5 meses, 28 días",No,Normal (OK)
1014,60,Valentina,Peralta,Empresa K,Hato Mayor del Rey,Este,18.7647,-69.2574,150000,13.95,Vehículo,200000,2/15/2024,6/15/2025,18630.05,131369.95,Pendiente,4,"4 meses, 10 días",No,Normal (OK)
1015,79,Alejandra,Mendoza,Empresa X,Higuey,Este,18.615,-68.7076,750,6.2,Plantas,1000,6/7/2024,6/7/2025,295.46,454.54,Pendiente,0,17 días,No,Normal (OK)
1016,94,Juan,Pérez,Empresa S,Santo Domingo,Metropolitana,18.4861,-69.9312,75000,5.1,Colecciones,100000,6/9/2024,11/9/2025,37692.4,37307.6,Pendiente,0,15 días,No,Normal (OK)
